Point,Depth,USCS_code,PF_code,GMC,Notes
T3-092,400,SM,1,,
T3-092,410,SM,1,,
T3-092,420,SP,1,26.4,
T3-092,430,SP,1,,
T3-092,440,SM,1,,
T3-092,450,SM,1,42.1,
T3-092,460,SM,1,,
T3-092,470,SM,1,,
T3-092,480,SM,1,34.2,
T3-092,490,SM,1,,
T3-092,500,SM,1,,
T3-092,510,SM,1,36,
T3-092,520,SM,1,,
T3-092,530,SP,1,,
T3-092,540,SP,1,29.8,
T3-092,550,SP,1,,
T3-092,560,SP,1,,
T3-092,570,SP,1,30.2,
T3-092,580,SP,1,,
T3-092,590,SP,1,,
T3-092,600,SP,1,29.5,
T3-092,610,SP,1,,
T3-092,620,SP,1,,
T3-092,630,SP,1,29.5,
T3-095,10,Pt,0,,Thaw depth 48 cm
T3-095,20,Pt,0,,
T3-095,30,Pt,0,146.2,
T3-095,40,Pt,0,,
T3-095,50,Pt,0,,
T3-095,60,Pt,1,371.6,
T3-095,70,Pt,1,,
T3-095,80,Pt,1,,
T3-095,90,Pt,1,939,
T3-095,100,Pt,1,,
T3-095,110,Pt,1,,
T3-095,120,Pt,1,822.6,
T3-095,130,Pt,1,,
T3-095,140,Pt,1,,
T3-095,150,Pt,1,323.1,
T3-095,160,ML,1,,OL?
T3-095,170,ML,1,,OL?
T3-095,180,ML,1,342.7,OL?
T3-095,190,ML,1,,OL?
T3-095,200,ML,1,,
T3-095,210,ML,1,79.9,
T3-095,220,ML,1,,
T3-095,230,ML,1,,
T3-095,240,ML,1,119.9,
T3-095,250,ML,1,,
T3-095,260,SM,1,,
T3-095,270,SM,1,70.7,
T3-095,280,SM,1,,
T3-095,290,SM,1,,
T3-095,300,SM,1,40.9,
T3-095,310,SM,1,,
T3-095,320,SM,1,,
T3-095,330,SM,1,41.6,
T3-095,340,SM,1,,
T3-095,350,SM,1,,
T3-095,360,SM,1,42.2,
T3-095,370,SM,1,,
T3-095,380,SM,1,,
T3-095,390,SM,1,37.6,
T3-095,400,SM,1,,
T3-095,410,SM,1,,
T3-095,420,SM,1,35.7,
T3-095,430,SM,1,,
T3-095,440,SM,1,,3 cm fine to med.sand
T3-095,450,SM,1,35.7,
T3-095,460,SM,1,,
T3-095,470,SM,1,,
T3-095,480,SM,1,42.5,
T3-095,490,SM,1,,
T3-095,500,SM,1,,
T3-095,510,SM,1,35.2,
T3-095,520,SM,1,,
T3-095,530,SM,1,,
T3-095,540,SM,1,32.3,
T3-095,550,SP,1,,
T3-095,560,SP,1,,
T3-095,570,SP,1,30.7,
T3-095,580,SP,1,,
T3-095,590,SP,1,,
T3-095,600,SP,1,30.6,
T3-095,610,SP,1,,
T3-095,620,SP,1,,
T3-095,630,SP,1,25,
T3-098,10,Pt,0,,Thaw depth 52 cm
T3-098,20,Pt,0,,
T3-098,30,Pt,0,209.5,
T3-098,40,Pt,0,,
T3-098,50,Pt,0,,
T3-098,60,Pt,1,318.6,
T3-098,70,Pt,1,,
T3-098,80,ML,1,,OL?
T3-098,90,ICE,1,,
T3-098,100,ICE,1,,
T3-098,110,ICE,1,,
T3-098,120,ICE,1,,
T3-098,130,ICE,1,,
T3-098,140,ICE,1,,
T3-098,150,ML,1,643.2,OL? wedge/soil
T3-098,160,ML,1,,OL?
T3-098,170,ML,1,,OL?
T3-098,180,ML,1,196.1,OL?
T3-098,190,ML,1,,OL?
T3-098,200,ML,1,,OL?
T3-098,210,ML,1,114.5,OL?
T3-098,220,ML,1,,OL?
T3-098,230,ML,1,,OL?
T3-098,240,SM,1,44.2,
T3-098,250,SM,1,,
T3-098,260,SM,1,,
T3-098,270,SM,1,110.7,
T3-098,280,SM,1,,
T3-098,290,SM,1,,
T3-098,300,SM,1,103,
T3-098,310,SM,1,,
T3-098,320,SM,1,,
T3-098,330,SM,1,42.9,
T3-098,340,SM,1,,
T3-098,350,SM,1,,
T3-098,360,SM,1,36.9,
T3-098,370,SM,1,,
T3-098,380,SM,1,,Vs/Nb
T3-098,390,SM,1,44.5,Vs/Nb
T3-098,400,SM,1,,
T3-098,410,SM,1,,
T3-098,420,SM,1,38.4,
T3-098,430,SM,1,,
T3-098,440,SM,1,,
T3-098,450,SM,1,34.4,
T3-098,460,SM,1,,
T3-098,470,SM,1,,
T3-098,480,SM,1,38,
T3-098,490,SM,1,,
T3-098,500,SM,1,,
T3-098,510,SM,1,43.7,
T3-098,520,SM,1,,
T3-098,530,SM,1,,
T3-098,540,SM,1,33.1,
T3-098,550,SM,1,,
T3-098,560,SP,1,,
T3-098,570,SP,1,28.9,
T3-098,580,SP,1,,
T3-098,590,SP,1,,
T3-098,600,SP,1,30.6,
T3-098,610,SP,1,,
T3-098,620,SP,1,,
T3-098,630,SP,1,31.5,
T3-098,640,SP,1,,
T3-098,650,SP,1,,
T3-098,660,SP,1,35.7,
T3-098,670,SP,1,,
T3-098,680,GW,1,,
T3-098,690,GW,1,6.8,
T3-101,10,Pt,0,,Thaw depth 74 cm
T3-101,20,Pt,0,,
T3-101,30,Pt,0,187,
T3-101,40,Pt,0,,
T3-101,50,Pt,0,,
T3-101,60,Pt,0,,missed sample
T3-101,70,Pt,0,,
T3-101,80,ICE,1,,
T3-101,90,ICE,1,,
T3-101,100,ICE,1,,
T3-101,110,ICE,1,,
T3-101,120,ICE,1,,
T3-101,130,ICE,1,,
T3-101,140,ICE,1,,
T3-101,150,ICE,1,,
T3-101,160,ICE,1,,
T3-101,170,ICE,1,,
T3-101,180,ICE,1,,
T3-101,190,ICE,1,,
T3-101,200,ICE,1,,
T3-101,210,ICE,1,,
T3-101,220,ICE,1,,
T3-101,230,ICE,1,,
T3-101,240,SM,1,152.3,wedge/soil contact
T3-101,250,SM,1,,
T3-101,260,SM,1,,
T3-101,270,SM,1,71.2,
T3-101,280,SM,1,,
T3-101,290,SM,1,,
T3-101,300,SM,1,99.5,
T3-101,310,SM,1,,
T3-101,320,SM,1,,
T3-101,330,SM,1,62.3,
T3-101,340,SM,1,,
T3-101,350,SM,1,,
T3-101,360,SM,1,41.1,
T3-101,370,SM,1,,
T3-101,380,SM,1,,
T3-101,390,SM,1,45.8,
T3-101,400,SM,1,,
T3-101,410,SM,1,,
T3-101,420,SM,1,39.5,
T3-101,430,SM,1,,
T3-101,440,SM,1,,
T3-101,450,SM,1,36.6,
T3-101,460,SM,1,,
T3-101,470,SM,1,,
T3-101,480,SM,1,33.1,
T3-101,490,SM,1,,
T3-101,500,SP,1,,8 cm sand
T3-101,510,SM,1,34.9,
T3-101,520,SM,1,,
T3-101,530,SM,1,,
T3-101,540,SM,1,43.1,
T3-101,550,SM,1,,
T3-101,560,SP,1,,
T3-101,570,SP,1,30.5,
T3-101,580,SP,1,,
T3-101,590,SP,1,,
T3-101,600,SP,1,29.1,
T3-101,610,SP,1,,
T3-101,620,SP,1,,
T3-104,10,Pt,0,,Thaw depth 64 cm
T3-104,20,Pt,0,,
T3-104,30,Pt,0,45.9,
T3-104,40,Pt,0,,
T3-104,50,Pt,0,,
T3-104,60,Pt,0,279,sample of frozen peat
T3-104,70,Pt,1,,Vs/Vr
T3-104,80,Pt,1,,Vs/Vr
T3-104,90,Pt,1,277.4,Vs/Vr
T3-104,100,Pt,1,,Vs/Vr
T3-104,110,Pt,1,,Vs/Vr
T3-104,120,Pt,1,564.9,Vs/Vr
T3-104,130,Pt,1,,Vs/Vr
T3-104,140,Pt,1,,Vs/Vr
T3-104,150,Pt,1,915.4,Vs/Vr
T3-104,160,Pt,1,,Vs/Vr
T3-104,170,Pt,1,,Vs/Vr
T3-104,180,Pt,1,632.9,Vs/Vr
T3-104,190,Pt,1,,Vs/Vr
T3-104,200,Pt,1,,Vs/Vr
T3-104,210,Pt,1,443.3,Vs/Vr
T3-104,220,Pt,1,,Vs/Vr
T3-104,230,Pt,1,,Vs/Vr
T3-104,240,ML,1,168.7,OL?
T3-104,250,ML,1,,OL?
T3-104,260,ML,1,,OL?
T3-104,270,ML,1,133.9,OL?
T3-104,280,ML,1,,
T3-104,290,ML,1,,
T3-104,300,ML,1,51.4,
T3-104,310,ML,1,,
T3-104,320,ML,1,,
T3-104,330,SM,1,36.8,
T3-104,340,SM,1,,
T3-104,350,SM,1,,
T3-104,360,SM,1,41.1,
T3-104,370,SM,1,,
T3-104,380,SM,1,,
T3-104,390,SM,1,46.7,
T3-104,400,SM,1,,
T3-104,410,SM,1,,
T3-104,420,SM,1,34.3,
T3-104,430,SM,1,,
T3-104,440,SM,1,,
T3-104,450,SM,1,39.4,
T3-104,460,SM,1,,
T3-104,470,SM,1,,
T3-104,480,SM,1,37.6,
T3-104,490,SM,1,,
T3-104,500,SM,1,,
T3-104,510,SM,1,37.4,
T3-104,520,SP,1,,
T3-104,530,SP,1,,
T3-104,540,SP,1,36.2,
T3-104,550,SP,1,,
T3-104,560,SP,1,,
T3-104,570,SP,1,33.4,
T3-104,580,SP,1,,
T3-104,590,SM,1,,
T3-104,600,SM,1,44.3,
T3-104,610,SM,1,,
T3-104,620,SP,1,,
T3-107,10,Pt,0,,Thaw depth 56 cm
T3-107,20,Pt,0,,
T3-107,30,Pt,0,115.7,
T3-107,40,Pt,0,,
T3-107,50,Pt,0,,
T3-107,60,ML,1,215.5,
T3-107,70,ML,1,,
T3-107,80,ML,1,,
T3-107,90,ML,1,153.8,
T3-107,100,ML,1,,
T3-107,110,ML,1,,
T3-107,120,ML,1,93.9,
T3-107,130,ML,1,,
T3-107,140,ML,1,,
T3-107,150,Pt,1,238.5,Vs/Vr
T3-107,160,Pt,1,,Vs/Vr
T3-107,170,Pt,1,,Vs/Vr
T3-107,180,Pt,1,527.9,Vs/Vr
T3-107,190,Pt,1,,Vs/Vr
T3-107,200,Pt,1,,Vs/Vr
T3-107,210,Pt,1,1447.1,Vs/Vr
T3-107,220,Pt,1,,Vs/Vr
T3-107,230,Pt,1,,Vs/Vr
T3-107,240,Pt,1,294.6,Vs/Vr
T3-107,250,ML,1,,OL?     Vs/Vr
T3-107,260,ML,1,,
T3-107,270,ML,1,150.6,
T3-107,280,ML,1,,
T3-107,290,ML,1,,
T3-107,300,ML,1,117.5,
T3-107,310,ML,1,,
T3-107,320,ML,1,,
T3-107,330,SM,1,42.2,
T3-107,340,SM,1,,
T3-107,350,SM,1,,
T3-107,360,SM,1,39.8,
T3-107,370,SM,1,,
T3-107,380,SM,1,,
T3-107,390,SM,1,40.9,
T3-107,400,SM,1,,
T3-107,410,SM,1,,
T3-107,420,SM,1,51.9,
T3-107,430,SM,1,,
T3-107,440,SM,1,,
T3-107,450,SM,1,38.2,
T3-107,460,SM,1,,
T3-107,470,SM,1,,
T3-107,480,SM,1,34.6,
T3-107,490,SM,1,,
T3-107,500,SM,1,,
T3-107,510,SM,1,36.8,
T3-107,520,SM,1,,
T3-107,530,SM,1,,
T3-107,540,SM,1,34.2,
T3-107,550,SM,1,,
T3-107,560,SM,1,,
T3-107,570,SM,1,30.6,
T3-107,580,SP,1,,
T3-107,590,SP,1,,
T3-107,600,SP,1,33.1,
T3-107,610,SP,1,,
T3-107,620,SM,1,,
T3-107,630,SP,1,31.3,
T3-107,640,SP,1,,
T3-107,650,SP,1,,
T3-107,660,SP,1,31.9,
T3-107,670,SP,1,,
T3-107,680,SP,1,,
T3-107,690,SP,1,30,
T3-107,700,SP,1,,
T3-107,710,SP,1,,
T3-107,720,SW,1,27,
T3-110,10,Pt,0,,Thaw depth 74 cm
T3-110,20,Pt,0,,
T3-110,30,Pt,0,,no core
T3-110,40,Pt,0,,
T3-110,50,Pt,0,,
T3-110,60,Pt,0,,no core
T3-110,70,Pt,0,,
T3-110,80,ML,1,,OL?
T3-110,90,ML,1,132.9,OL?
T3-110,100,ML,1,,Pt? OL?
T3-110,110,ML,1,,OL?
T3-110,120,ML,1,69.7,OL?
T3-110,130,ML,1,,OL?
T3-110,140,ML,1,,Pt? OL?
T3-110,150,Pt,1,197.1,Vs/Vr
T3-110,160,Pt,1,,Vs/Vr
T3-110,170,Pt,1,,Vs/Vr
T3-110,180,Pt,1,519.6,Vs/Vr
T3-110,190,Pt,1,,Vs/Vr
T3-110,200,Pt,1,,Vs/Vr
T3-110,210,ML,1,292.2,OL?
T3-110,220,ML,1,,OL?
T3-110,230,ML,1,,OL?
T3-110,240,ML,1,287.9,OL?
T3-110,250,ML,1,,OL?
T3-110,260,ML,1,,OL?
T3-110,270,ML,1,134.1,
T3-110,280,ML,1,,
T3-110,290,ML,1,,
T3-110,300,SM,1,39.2,
T3-110,310,SM,1,,
T3-110,320,SM,1,,
T3-110,330,SM,1,37.5,
T3-110,340,SM,1,,
T3-110,350,SM,1,,
T3-110,360,SM,1,33.7,
T3-110,370,SM,1,,
T3-110,380,SM,1,,
T3-110,390,SM,1,39,
T3-110,400,SM,1,,
T3-110,410,ML,1,,
T3-110,420,ML,1,45.7,
T3-110,430,ML,1,,
T3-110,440,SM,1,,
T3-110,450,SM,1,41.6,
T3-110,460,SM,1,,
T3-110,470,SM,1,,
T3-110,480,SM,1,38.2,
T3-110,490,SM,1,,
T3-110,500,SM,1,,
T3-110,510,SM,1,32.4,
T3-110,520,SM,1,,
T3-110,530,SM,1,,
T3-110,540,SM,1,34.7,
T3-110,550,SM,1,,
T3-110,560,SP,1,,
T3-110,570,SP,1,32.7,
T3-110,580,SM,1,,
T3-110,590,SM,1,,
T3-110,600,SM,1,33.8,
T3-110,610,SM,1,,
T3-110,620,SM,1,,
T3-110,630,SP,1,30.3,
T3-113,10,Pt,0,,Thaw depth 59 cm
T3-113,20,Pt,0,,
T3-113,30,Pt,0,58.2,
T3-113,40,ML,0,,OL?
T3-113,50,ML,0,,OL?
T3-113,60,ML,0,96.6,sample of frozen soil   OL?
T3-113,70,ML,1,,OL?
T3-113,80,ML,1,,OL?
T3-113,90,ML,1,77.2,OL?
T3-113,100,ML,1,,OL?
T3-113,110,ML,1,,OL?
T3-113,120,ML,1,58.5,OL?
T3-113,130,ML,1,,OL?
T3-113,140,ML,1,,OL?
T3-113,150,ML,1,36.4,OL?
T3-113,160,ML,1,,OL?
T3-113,170,ML,1,,OL?
T3-113,180,Pt,1,146.7,
T3-113,190,Pt,1,,
T3-113,200,Pt,1,,
T3-113,210,Pt,1,708.8,
T3-113,220,ML,1,,OL?
T3-113,230,ML,1,,OL?
T3-113,240,ML,1,353.3,OL?
T3-113,250,ML,1,,OL?
T3-113,260,ML,1,,OL?
T3-113,270,ML,1,185.6,
T3-113,280,ML,1,,
T3-113,290,ML,1,,
T3-113,300,ML,1,77.1,
T3-113,310,SM,1,,ML/SM
T3-113,320,SM,1,,ML/SM
T3-113,330,SM,1,38.2,
T3-113,340,SM,1,,
T3-113,350,SM,1,,
T3-113,360,SM,1,38.1,
T3-113,370,SM,1,,
T3-113,380,SM,1,,
T3-113,390,SM,1,34.6,
T3-113,400,SM,1,,
T3-113,410,SM,1,,
T3-113,420,SM,1,34.3,
T3-113,430,SM,1,,
T3-113,440,SM,1,,
T3-113,450,SM,1,38,
T3-113,460,SM,1,,
T3-113,470,SM,1,,
T3-113,480,SM,1,40.2,
T3-113,490,SM,1,,
T3-113,500,SM,1,,
T3-113,510,SM,1,36.2,
T3-113,520,SM,1,,
T3-113,530,SM,1,,
T3-113,540,SM,1,32.5,
T3-113,550,SM,1,,
T3-113,560,SM,1,,
T3-113,570,SM,1,33,
T3-113,580,SM,1,,
T3-113,590,SP,1,,
T3-113,600,SM,1,33.2,
T3-113,610,SM,1,,
T3-113,620,SM,1,,
T3-113,630,SM,1,31.1,
T3-116,10,Pt,0,,thaw depth 68 cm
T3-116,20,Pt,0,,
T3-116,30,ML,0,83.6,OL?
T3-116,40,ML,0,,OL?
T3-116,50,ML,0,,OL?
T3-116,60,ML,0,12940,ERROR!!!  
T3-116,70,ML,0,,OL?
T3-116,80,ML,1,,OL?
T3-116,90,ML,1,106,OL?
T3-116,100,ML,1,,OL?
T3-116,110,ML,1,,OL?
T3-116,120,ML,1,101.3,OL?
T3-116,130,ML,1,,OL?
T3-116,140,ML,1,,OL?
T3-116,150,ML,1,30.6,OL?
T3-116,160,ML,1,,
T3-116,170,ML,1,,
T3-116,180,ML,1,101.5,
T3-116,190,ML,1,,
T3-116,200,ML,1,,
T3-116,210,Pt,1,153.6,
T3-116,220,Pt,1,,
T3-116,230,Pt,1,,
T3-116,240,ML,1,125.1,OL?
T3-116,250,ML,1,,OL?
T3-116,260,ML,1,,
T3-116,270,ML,1,79.6,
T3-116,280,ML,1,,
T3-116,290,ML,1,,
T3-116,300,ML,1,110.1,
T3-116,310,ML,1,,
T3-116,320,ML,1,,
T3-116,330,SM,1,40,
T3-116,340,SM,1,,
T3-116,350,SM,1,,
T3-116,360,SM,1,39.1,
T3-116,370,SM,1,,
T3-116,380,SM,1,,
T3-116,390,SM,1,38.3,
T3-116,400,SM,1,,
T3-116,410,SM,1,,
T3-116,420,SM,1,35.4,
T3-116,430,SM,1,,
T3-116,440,SM,1,,
T3-116,450,SM,1,32.7,
T3-116,460,SM,1,,
T3-116,470,SM,1,,
T3-116,480,SM,1,35.9,
T3-116,490,SM,1,,
T3-116,500,SM,1,,
T3-116,510,SM,1,37.8,
T3-116,520,SM,1,,
T3-116,530,SM,1,,
T3-116,540,SM,1,34.2,
T3-116,550,SM,1,,
T3-116,560,SM,1,,
T3-116,570,SM,1,32.4,
T3-116,580,SM,1,,
T3-116,590,SM,1,,
T3-116,600,SP,1,31.2,
T3-116,610,SP,1,,
T3-116,620,SP,1,,
T3-116,630,SP,1,31.7,
T3-119,10,Pt,0,,thaw depth 44 cm
T3-119,20,Pt,0,,
T3-119,30,ML,0,,OL? no sample
T3-119,40,ML,0,,OL?
T3-119,50,ML,1,,OL?
T3-119,60,ML,1,117.3,OL?
T3-119,70,ML,1,,OL?
T3-119,80,ML,1,,OL?
T3-119,90,ML,1,66.1,OL?
T3-119,100,ML,1,,OL?
T3-119,110,ML,1,,
T3-119,120,ML,1,36.1,
T3-119,130,ML,1,,
T3-119,140,ML,1,,
T3-119,150,ML,1,55.6,
T3-119,160,ML,1,,
T3-119,170,ML,1,,
T3-119,180,ML,1,32.4,
T3-119,190,ML,1,,
T3-119,200,ML,1,,
T3-119,210,ML,1,35.3,
T3-119,220,ML,1,,
T3-119,230,ML,1,,
T3-119,240,Pt,1,313.1,
T3-119,250,Pt,1,,OL?
T3-119,260,Pt,1,,OL?
T3-119,270,ML,1,71.2,
T3-119,280,ML,1,,
T3-119,290,ML,1,,
T3-119,300,ML,1,59.4,
T3-119,310,ML,1,,
T3-119,320,ML,1,,
T3-119,330,ML,1,74,
T3-119,340,ML,1,,
T3-119,350,ML,1,,
T3-119,360,ML,1,37.5,
T3-119,370,SM,1,,
T3-119,380,SM,1,,
T3-119,390,SM,1,41.1,
T3-119,400,SM,1,,
T3-119,410,SM,1,,
T3-119,420,SM,1,35.7,
T3-119,430,SM,1,,
T3-119,440,SM,1,,
T3-119,450,SM,1,33.4,
T3-119,460,SM,1,,
T3-119,470,SM,1,,
T3-119,480,SM,1,32.6,
T3-119,490,SM,1,,
T3-119,500,SM,1,,
T3-119,510,SM,1,35.3,
T3-119,520,SM,1,,
T3-119,530,SM,1,,
T3-119,540,SM,1,32.5,
T3-119,550,SM,1,,
T3-119,560,SM,1,,
T3-119,570,SP,1,30.9,
T3-119,580,SM,1,,
T3-119,590,SM,1,,
T3-119,600,SP,1,33.6,
T3-119,610,SP,1,,
T3-119,620,SP,1,,
T3-119,630,SP,1,27.8,
T3-119,640,SP,1,,
T3-119,650,SP,1,,
T3-119,660,SP,1,32.4,
T3-119,670,SP,1,,
T3-119,680,SP,1,,
T3-119,690,SP,1,28.8,
T3-119,700,SP,1,,
T3-119,710,SP,1,,
T3-119,720,SP,1,28.7,
T3-119,730,SP,1,,
T3-119,740,GW,1,,
T3-119,750,GW,1,11.6,
T3-122,10,Pt,0,,thaw depth 54 cm
T3-122,20,Pt,0,,
T3-122,30,Pt,0,152.6,
T3-122,40,Pt,0,,
T3-122,50,Pt,1,,
T3-122,60,ML,1,103.6,OL?
T3-122,70,ML,1,,OL?
T3-122,80,ML,1,,OL?
T3-122,90,ML,1,88.9,OL?
T3-122,100,ML,1,,OL?
T3-122,110,ML,1,,OL?
T3-122,120,ML,1,64.9,OL?
T3-122,130,ML,1,,OL?
T3-122,140,ML,1,,
T3-122,150,ML,1,36.2,
T3-122,160,ML,1,,
T3-122,170,ML,1,,
T3-122,180,ML,1,33.1,
T3-122,190,ML,1,,
T3-122,200,ML,1,,
T3-122,210,ML,1,29.3,
T3-122,220,ML,1,,
T3-122,230,ML,1,,
T3-122,240,ML,1,35.8,
T3-122,250,ML,1,,
T3-122,260,Pt,1,,
T3-122,270,Pt,1,358.6,
T3-122,280,Pt,1,,
T3-122,290,ML,1,,OL?
T3-122,300,ML,1,46.8,OL?
T3-122,310,ML,1,,OL?
T3-122,320,SM,1,,
T3-122,330,SM,1,76.4,
T3-122,340,SM,1,,
T3-122,350,SM,1,,
T3-122,360,SM,1,41.5,
T3-122,370,SM,1,,
T3-122,380,SM,1,,
T3-122,390,SM,1,40.6,
T3-122,400,SM,1,,
T3-122,410,SM,1,,
T3-122,420,SM,1,43.2,
T3-122,430,SM,1,,
T3-122,440,SM,1,,
T3-122,450,SM,1,33.4,
T3-122,460,SM,1,,
T3-122,470,SM,1,,
T3-122,480,SM,1,33.1,
T3-122,490,SM,1,,
T3-122,500,SM,1,,
T3-122,510,SM,1,32.9,
T3-122,520,SM,1,,
T3-122,530,SM,1,,
T3-122,540,SM,1,32.9,
T3-122,550,SM,1,,
T3-122,560,SM,1,,
T3-122,570,SM,1,31.3,
T3-122,580,SM,1,,
T3-122,590,SM,1,,
T3-122,600,SM,1,32.2,fine to medium sand
T3-122,610,SP,1,,
T3-122,620,SP,1,,
T3-125,10,Pt,0,,thaw depth 62 cm
T3-125,20,Pt,0,,
T3-125,30,Pt,0,216.9,
T3-125,40,Pt,0,,
T3-125,50,Pt,0,,
T3-125,60,Pt,0,71,sample of frozen silt
T3-125,70,ML,1,,
T3-125,80,ML,1,,
T3-125,90,ML,1,73.5,
T3-125,100,ML,1,,
T3-125,110,ML,1,,
T3-125,120,ML,1,44.4,
T3-125,130,ML,1,,
T3-125,140,ML,1,,
T3-125,150,ML,1,29.1,
T3-125,160,ML,1,,
T3-125,170,ML,1,,
T3-125,180,ML,1,32.6,
T3-125,190,ML,1,,
T3-125,200,ML,1,,
T3-125,210,ML,1,35.1,
T3-125,220,ML,1,,
T3-125,230,ML,1,,
T3-125,240,Pt,1,196.2,
T3-125,250,Pt,1,,
T3-125,260,Pt,1,,
T3-125,270,ML,1,109,OL?
T3-125,280,ML,1,,OL?
T3-125,290,ML,1,,OL?
T3-125,300,ML,1,112.3,OL?
T3-125,310,ML,1,,OL?
T3-125,320,ML,1,,OL?
T3-125,330,ML,1,105.7,
T3-125,340,ML,1,,
T3-125,350,ML,1,,
T3-125,360,SM,1,50,
T3-125,370,SM,1,,
T3-125,380,SM,1,,
T3-125,390,SM,1,47.5,
T3-125,400,SM,1,,
T3-125,410,SM,1,,
T3-125,420,SM,1,38.3,
T3-125,430,SM,1,,
T3-125,440,SM,1,,
T3-125,450,SM,1,34.7,
T3-125,460,SM,1,,
T3-125,470,SM,1,,
T3-125,480,SM,1,33,
T3-125,490,SM,1,,
T3-125,500,SM,1,,
T3-125,510,SM,1,35.6,
T3-125,520,SM,1,,
T3-125,530,SM,1,,
T3-125,540,SM,1,30.3,
T3-125,550,SM,1,,
T3-125,560,SM,1,,
T3-125,570,SM,1,31.5,
T3-125,580,SM,1,,
T3-125,590,SM,1,,
T3-125,600,SM,1,32,
T3-125,610,SM,1,,
T3-125,620,SM,1,,
T3-125,630,SP,1,30.7,trace gravel
T3-128,10,Pt,0,,thaw depth 64 cm
T3-128,20,Pt,0,,
T3-128,30,Pt,0,102.6,
T3-128,40,Pt,0,,
T3-128,50,Pt,0,,
T3-128,60,Pt,0,80.8,sample of frozen silt
T3-128,70,ML,1,,
T3-128,80,ML,1,,
T3-128,90,ML,1,55.9,
T3-128,100,ML,1,,
T3-128,110,ML,1,,
T3-128,120,ML,1,52.1,
T3-128,130,ML,1,,
T3-128,140,ML,1,,
T3-128,150,ML,1,31.6,
T3-128,160,ML,1,,
T3-128,170,ML,1,,
T3-128,180,ML,1,32.5,
T3-128,190,ML,1,,
T3-128,200,ML,1,,
T3-128,210,ML,1,33.7,
T3-128,220,ML,1,,
T3-128,230,ML,1,,
T3-128,240,ML,1,37.4,
T3-128,250,ML,1,,OL?
T3-128,260,ML,1,,OL?
T3-128,270,ML,1,103.7,OL?
T3-128,280,ML,1,,OL?
T3-128,290,ML,1,,OL?
T3-128,300,ML,1,46.8,OL?
T3-128,310,ML,1,,OL?
T3-128,320,ML,1,,OL?
T3-128,330,ML,1,44.8,
T3-128,340,ML,1,,
T3-128,350,ML,1,,
T3-128,360,ML,1,114,
T3-128,370,ML,1,,
T3-128,380,ML,1,,
T3-128,390,ML,1,63.4,
T3-128,400,ML,1,,SM?
T3-128,410,ML,1,,SM?
T3-128,420,ML,1,49.5,SM?
T3-128,430,ML,1,,SM?
T3-128,440,ML,1,,SM?
T3-128,450,ML,1,52.8,SM?
T3-128,460,SM,1,,
T3-128,470,SM,1,,
T3-128,480,SM,1,35.3,
T3-128,490,SM,1,,
T3-128,500,SM,1,,
T3-128,510,SM,1,34.4,
T3-128,520,SM,1,,
T3-128,530,SM,1,,
T3-128,540,SM,1,31.9,
T3-128,550,SM,1,,
T3-128,560,SP,1,,
T3-128,570,SP,1,31.8,
T3-128,580,SP,1,,
T3-128,590,SP,1,,
T3-128,600,SP,1,31.7,
T3-128,610,SP,1,,
T3-128,620,SP,1,,
T3-128,630,SP,1,31.7,
T3-128,640,SP,1,,
T3-128,650,SP,1,,
T3-128,660,SP,1,32.9,
T3-128,670,SP,1,,
T3-128,680,SP,1,,
T3-128,690,SP,1,34.6,
T3-128,700,SP,1,,
T3-128,710,SP,1,,
T3-128,720,SW,1,11.9,30% gravel
T3-128,730,SW,1,,
T3-128,740,GW,1,,
T3-131,10,Pt,0,,thaw depth 48 cm
T3-131,20,Pt,0,,
T3-131,30,Pt,0,257,
T3-131,40,Pt,0,,
T3-131,50,Pt,0,,
T3-131,60,ML,1,140.9,
T3-131,70,ML,1,,
T3-131,80,ML,1,,
T3-131,90,ML,1,100.3,
T3-131,100,ML,1,,
T3-131,110,ML,1,,
T3-131,120,ML,1,43.3,
T3-131,130,ML,1,,
T3-131,140,ML,1,,
T3-131,150,ML,1,32,
T3-131,160,ML,1,,
T3-131,170,ML,1,,
T3-131,180,ML,1,36,
T3-131,190,ML,1,,
T3-131,200,ML,1,,
T3-131,210,ML,1,32.5,
T3-131,220,ML,1,,
T3-131,230,ML,1,,
T3-131,240,ML,1,31.9,
T3-131,250,ML,1,,
T3-131,260,ML,1,,
T3-131,270,ML,1,34.9,
T3-131,280,ML,1,,
T3-131,290,ML,1,,OL?
T3-131,300,ML,1,32.8,OL? sample - silt
T3-131,310,ML,1,,
T3-131,320,ML,1,,
T3-131,330,ML,1,33,
T3-131,340,ML,1,,
T3-131,350,ML,1,,
T3-131,360,ML,1,38.7,
T3-131,370,ML,1,,
T3-131,380,ML,1,,
T3-131,390,ML,1,42.4,
T3-131,400,ML,1,,
T3-131,410,ML,1,,
T3-131,420,ML,1,43.5,
T3-131,430,ML,1,,
T3-131,440,ML,1,,
T3-131,450,ML,1,34.1,
T3-131,460,SM,1,,
T3-131,470,SM,1,,
T3-131,480,SM,1,27.3,
T3-131,490,SM,1,,
T3-131,500,SM,1,,
T3-131,510,SM,1,33,
T3-131,520,SM,1,,
T3-131,530,SM,1,,
T3-131,540,SM,1,35.6,
T3-131,550,SM,1,,
T3-131,560,SM,1,,
T3-131,570,SM,1,28,
